uid,avg_time
00347AB830DF9601930A7EABB31B5374,187.52872
0036CD1D41364E716E264801B7BBD2CA,185.43967
003945EF1BE2D66EE801A2F09DDF702C,198.36821
003A8891295BA3EA3A92E0F4B8F9CE42,525.84845
003B1129BF88A463CEAE55D9F92B2F45,187.52872
003D36430DEA26C19AA29DE22E90BC79,187.52872
003D41F053AAD6E04B2DB740C855E044,816.7033
003FB8AD3313F63709B406E6EE821EE0,441.20273
0041D670678FBCF741DA50973586EC1B,187.52872
004249BC1C5012600580B641795C749B,698.44495
004347B5DA8327084ACBBF3EF1FAE907,493.01605
00454FBA1FA7C6FE0920F9430999CCB2,384.67697
004564EE01486EF9311157E481BFBEFE,526.2489
00461BBFCA78688089EFBCBC4103DA79,183.47925
0046B95F17892021255970DCA9C9C74B,187.52872
004769FA7C1D41E19A2A12DA161EE978,187.52872
0047D72187384C01011C4F32F6C6CE0F,187.52872
0049B0699AA4C960F1CE4F3A14D11A4A,332.7292
004A9B299275EB655EA48734EA3098D8,704.29016
004AA19ED3290E907ED8080457327497,187.52872
004E6FB5312635FDEF91D09158E23A4C,187.52872
0050AE70E6B2B01E010ABBEAD2A97E72,187.52872
0050DD840233290B13B42F5A3A1D433E,194.04337
0053E02FCB41C7DAC43C94200DEFFAE3,187.52872
00546BB3D290B8CAA9DAA6447742AAF8,187.52872
0054AB18F0DBDEBE9877D0AEDA1EBFD4,187.52872
0055100271C7AD493DDCADBCCF683337,187.52872
00576E8A2623B6952FA78DA5C3522D78,187.52872
005827219223C91C56553F7FB46D6C34,187.52872
005AFE4441A8BD5FFB58B800C5A49D84,187.52872
005B9D33F321DAD36E1889A339CB8DEA,187.52872
005BA677F7E36E52709C3C78F22A7856,410.37354
005BEDD428992FC920078C5489AF0E22,187.52872
005CBDDBB52E8280568F6C9553C13C59,899.35175
005E4EB81B3DC17977801EDBD8C673EC,443.36768
0061FF8DC7B67EF645987A0E268C6B3C,731.89
0065C511062B90BB19A8485948015941,187.52872
0066E0D6FBF340A22549F79FF4D79BE9,580.59644
0067B460E400EBF5268670638EF40809,187.52872
0068BE0D51FEF87BA6C735002E1A194A,204.34232
0069210D40C20B093FA45D96773426AF,187.52872
006944E291818393E0CD29A338AF71C1,187.52872
006AE77B29F983C3C4A9C8AA12881C98,187.52872
006EA7CDAAD40090C71C91C4FD87C1C6,187.52872
00714E796D410DCDAAE1CE231D713072,187.52872
007481C7AD3AAA214C84F12364CAE102,187.52872
0074CB77737FDEF0DA492EBF152A5E42,187.52872
0075DAF817BEE8AB06C59BC68AC16482,210.07431
0077866E8EAE4CB327DE1389C729BE79,187.52872
0077B56DAAA9CEEF005D711598383C79,187.52872
007B757C147692F3918FAF90487E5C69,239.17351
007BD9E1BBCE61C4343D2EDABDCD22B7,187.52872
007CBD434C6C7D56DDBE33EB43BFCD88,187.52872
007D616C0F7E26D922311861ABDA1BB8,187.52872
007D99E3D7BA93DE387B8D551455C0BD,240.884
007EFF707C196C630768F634260049DA,187.52872
007F99807A5404BF343035D4D9243B76,187.52872
008078B294A4C975C965DAEB60D16DB6,187.52872
00840E62B0B59165FBB6F9550CD6F6A5,187.52872
0084166C195FE830351ED36AC8BE640A,187.52872
00884D897DB55253569DB4ECA7B792A3,187.52872
00886741F5710762EC05ABC902634496,187.52872
008942A837E8177B70A1945B7B81E6E1,187.52872
008A2337FF6E5AEBD492E9C999A919CD,259.53436
008C2DE1EE91DF6D81568B6ABB628417,187.52872
008C588B83075A85E0F04FF98845024E,187.52872
008D13432807EAB3FA65215890BF90F3,566.91516
00908E72AABD4F169BD51FC4DCC2DC2D,187.52872
00915349CDB3F4BA1150CB40350AC4AC,187.52872
00924DFAB8383434114306B43EBD15D4,179.28342
00927310676E5467FDCE8BF6E560938C,204.44466
00928A00E9C0AFFC5208A93936B647DE,187.52872
0092B2FACAA5A790811A6D6E1845BE6A,187.52872
00944CA4A42B882AB88E5353C3671D62,187.52872
009497332169FC7EF522CB26F06758D5,188.61513
0097084261EE335B0381F7FB637F7D66,187.52872
0099345F8EB4043A3C776D081C9F4DC2,188.72838
00996F8141D2D0A18337F7C1D491C339,187.52872
009A4C2847B003EB7B9CF4342ED5C0DF,187.52872
009BBD97DA56A6CCDAB8A9470FB1C25D,187.52872
009C186EDF28BF6ABF6952F7CB412FA8,1785.5732
00A3357DCDB0324439693158F97AB10A,187.52872
00A49B0BFD7DD654D5084D493AD4FC0A,187.52872
00A5B9EA7BDB095253DF483E6837DBFF,187.52872
00A6999BFB9CBF0619DA034F4CE638A3,418.1328
00A6D1669D681700BE84CEA52DBEB380,187.52872
00A9EF5F1B749A4AE5221C0BA11AA054,238.78886
00AB3CE81F873440CE5E0AF6302EEEFE,187.52872
00AB739B0E51E611B9A0D40B53A79D02,187.52872
00B352059097510410EC7013356ECD11,187.52872
00B3ED161432E58FB59EA34CA4476490,187.52872
00B42715BA5A72816049DE13A24CDEDE,187.52872
00B4C99D7E6DFE2CCE43A716E0977265,399.38803
00B52D5CE82B9DE2A9E86B86F110AF65,187.52872
00B6CDAEBF9AF8391506D61662645D52,196.81265
00B902FB5B6EBBB261A605504A73E046,183.83928
00BE2C3DC7CF088DAC4C4DE3203E6EC9,187.52872
00C2CAF21F3289F45165757829BCD7A1,199.59674
00C342A378B88309ACA5EC9443CCC899,187.52872
00C4E637EBD72E560B972449F6D20F56,197.01593
00C54DAA44849D280B3A132075326FE7,238.86353
00C5702F74541D668D146BA62B9764A1,197.01593
00C5D4A3A4135C2C2E88C231A943A262,187.52872
00C930CB5B5976DC83C82B394351967D,198.36821
00C934BAA12B463663DBBD747566F981,298.7805
00CBAFA2A877C42936A2C504C86C34B4,224.3643
00CD3F5324B971A522AC357FA42953B7,187.52872
00CDE45693BF62724B1D41D4D903E5DB,222.39731
00D019EB30549E5EF90BCEBF5E277772,187.52872
00D09B72D2FA36247ADB4F7C5AF7CB73,543.3485
00D63DBB66DF12F41A43F708B84BAFF1,187.52872
00D773F668B867FF2FABB1E3E4F07D04,422.97208
00D9881BF85758D9FAEC97F8B5E20F78,187.52872
00DD96AA4A840227C7BFB136BEE52FED,324.53775
00DEDF34A03E67D9E324B7C0067A9158,248.80522
00DFBE687CD32299879E8CEFD4584A3F,181.1368
00E155EC157E491A63CAB55EDB64C180,187.52872
00E3072926874E062597DD5FE8FDECDB,187.52872
00E4DC08DF4C44E96790EE267EA28974,187.52872
00E530A527874214C9A49A80399ABFCE,187.52872
00E9558665B0323A3B05B449F811EF1A,1038.6101
00EBD9C66A6E9ABB1BEF34FE6B85DAD3,187.52872
00ED3629DE183FFB5A2610A26FE37B1A,678.2948
00EF7400CD0079DB7A9870F1DE0FE54C,184.25963
00F18F8A0C31097451DE90C6B815AE2B,187.52872
00F2010B2935B27B1D042C3DA25B21ED,187.52872
00F22BEC3FF513C05DC5B4F906EFCED0,187.52872
00F46BADFF57FC01C1ACCAF80F8E8113,183.00667
00F7483F90059F33C065D535EB202168,231.72624
00F76407A73CF630CC693C5A4E348035,187.52872
00FA0A101969DCA139BA37BB30ACD3E8,187.52872
00FB4DB76E1161973695E66458EAB74E,187.52872
00FC8BFD479CF7B5D694156864F12EA0,577.9516
00FE2463C4FA6126475250ADBB656D71,187.52872
00FF57CF4216214E9630445DD726AB93,187.52872
01003007334258987DFEA08FAB24E904,1494.0522
0100CAF7F9E6BE7DFFF08B44C8D66E03,258.5161
0101B02BE2A157FEB564477812A3229F,187.52872
0102E21569828C3480E07CC6C67905A6,238.08011
0104825A235CFAB14D7C3B45777916FF,187.52872
0104FEC7B6838C719145B995156A4D30,657.2184
01052C24931228D7FC83E3862C2598B6,1085.9316
010610540DFA6FD936DB92329B8A3E15,187.52872
010B048FC0C35E712A1925E14D187510,600.0761
010BB976532A8136F9F3488201E39613,187.52872
010D2995D5480FB08C4745380B28086E,187.52872
010E2BA6F2D68965F0200C4AD39F3952,186.79794
0110B40E59D36BF8A544A62E42018FF6,187.52872
0110E816D44FF61232884119820A212B,187.52872
0112941FF00DFB2E320CC798E6E790A7,235.95525
01155373A7DA0FF1A7C863236F2EFC4C,189.24487
0115AC546066D8D50D9D58A010418C02,201.8204
0116363C2C598F99B3CB529C7B6318CB,187.52872
01166156BF325FAE0768B75825E76300,185.53152
01192643596E693FB210692CE05E8484,281.07266
0119801F0B493CF66EAB42505D931AC3,187.52872
011B1392662D070F38E51DA883054FF8,187.52872
011E6A892305C9D387F0BD07F546557A,317.18753
011FDC7A7B2214E384B96BAADBCF1E23,1289.9006
011FFD62FD65606E172535C6B0A0BF2C,187.52872
0121C02E9C2C236FE934B507EBE0BC5B,187.52872
0122501991988CBA230A9E77D708E2DA,187.52872
01228FBAB4044E77448437C8B819EEC3,187.52872
0123B2893B538C2A014ADCE823AD04C6,187.52872
0125B3D62B4E7319B0BB99A6F7681A9F,185.53152
012745E1F78CBBE9146A21BEB4E75214,187.52872
012966998EC0D61BEEA47E94FA703D82,187.52872
012A3DBEB2F2465FC7C728724133B75B,187.52872
012AD669FAD01ECBB1787D4EE9C9AFEF,895.86115
012BC31A7FD459F09D382889E843FAEB,541.25684
012F4FD1A8407AB257C98FFF0ED7971F,512.9012
01301504F102FA525A57DE04ECBFB897,188.23045
01301B72B61FE2321FEF3A90136B385B,187.52872
0132F0560E48E69B8D093171065FC684,187.52872
013637BFF3BA2423D542594067425E96,828.633
013A820AC428D30594FB770F7418B148,187.52872
013AE4ACC77852220633CA91B02D3510,187.52872
013BAF3FF02039B1506B83F424286F5B,187.52872
0140100F3E66483513A7C86CBA181A61,192.57877
0141C891AA0FE6A4204452A7A77CE465,187.52872
0142D64454A0BD12B62E796384E8F945,187.52872
0144CF8EEE56E7E5627A2AFEB45F1538,311.42416
0144F7EE9EAFEE442821C0BE0F8CC1D3,187.52872
0147CB24F257B794E14895B691C3E868,188.7284
014AEB946732FBDEBA26AA32739409F1,187.52872
014C37D72C73F01E99462F0025D1B3F2,187.52872
014C920C713D9164CB88DB27440C6052,193.36469
015357026AC775653C296E5C76F1B047,500.46307
01595E73F4220A8AA0F7A66EC181CEDC,187.52872
015B33F4901D80A1415B0E89080A81E2,190.70924
015C357B30B0C5BE2929B9FB6A419150,220.5915
015C759C11713AC6DD16563BF17DF02C,187.52872
015D44D175DAE970C80BCD6F5C4DCD18,187.52872
015F1D4C0D4E1B7BD8E144CDAFBEAB86,1437.3514
015F37D69699993C56D27454A83104BF,187.52872
016044E79D10F99CBE919DB357F277A1,187.52872
0163C9A7A87E126D4D157D0AC3B63EB2,187.52872
01644361950B01BC3BEDADA7DE6300A1,187.52872
01657F66FF97572F3644AE15A2FABA2C,189.77625
0165B09BECF818EEB5D23696E5520AAC,187.52872
01661DC137025E1FC44FBC00B8DD23BE,187.52872
016A2C80A14ECEDF85ADBA82F4955C8A,193.64554
016A9D6B6518EA0E980CE22E425D9581,187.52872
016B703923922E775AAAFFE9DD4DD894,187.52872
016B947D11911BAB329E5974C9038F38,187.52872
016BBDF5AA193385DE3EE3DF6D5ECC02,184.52754
016C8FDD62E7452140C8AFAAD652C0DE,226.59775
0172E276111D8CF34A2B42037312F7E3,187.52872
01730DF8B2C02EAFB5D27AE31C99C092,210.30685
01795C17F095732E75C0D496686D3E51,191.59795
01795D171CFCEB1EA3E79BA0463643D3,188.09639
0179D12960F30A79AE5FF70A81709CDC,221.95186
017B8A8E3E44F57297A73949B4F587D9,187.52872
017DE67FE4A5B0B473640A16A310B80B,348.94186
017E26EAAF1EE8CBA346143423771BAE,187.52872
017E9C3E0019F0E068F5C0EFA89F41B2,175.4479
017F9EF298B5AB9F3BC57B4996510B74,276.9638
017FECF0F340FFC2F47D05CBDCC2DF98,253.54321
0186BC3E803173077BC2CD44CBA17C07,187.52872
018B5B70E8F942C9C94E5371917B6775,187.52872
018C326221CDA90A6A2A0B66FF291355,195.32797
018C99168E6260B2A5BE0055716911C1,187.52872
018F422C030CD0233B4A1DD358535AA2,238.40164
0190003285C308D5942033E43406BA27,559.09424
01906E8A43F855D472058C45E5B94D68,819.3239
0190EA196F998FF74B1A95868AAD4F0E,187.52872
01918B947AD300F537B7CA0952D4E682,187.52872
0192495060D687F435EA36C5003EA9D3,187.52872
0192E5D8E49D567D4926DD36A84695DD,187.52872
0193F88A82C28769A04CC4A7B0101CF3,187.52872
01957DF571F329B571E9ED9BDFA427C7,187.52872
0198591A04112437D87EBB285D99EBAC,187.52872
019A862A2C758E629593C66EFB0C9AA5,187.52872
019BD563F6151669A016637EDE4E0D8E,187.52872
019E5F8126E39B2F2674D8E00440D436,187.52872
01A0866DBCC230F5C756074F3410595C,311.3614
01A0CC29FF477D224F0BAF8679E3A5D7,189.07956
01A0D8255000D183CA8529A64828AB4A,192.98111
01A22B8242DD47012FE4189142F95FA4,187.52872
01A2334F944C4839CC6A83FC9619CE9E,396.6923
01A3E92992235DAC47936BE6FEC6C33F,343.29077
01A3EE22BA7B4CEA50BA72D421CE4AE6,187.52872
01A779AC85677AA6583CBCF5F8BF8E81,187.52872
01A7D3CC85FA581F757985E633DBCAAC,187.52872
01A88FD363994DD528A44F60629D410F,187.52872
01A9AD4CDDA924A7B6386E3CD1577F8D,1352.6654
01A9E48129A30A4E5E64EA74A3055695,187.52872
01AABA4D31B2AD37104C14FB26F111A1,1689.442
01AB8C1B27C35879524C192EABF3E25A,187.52872
01AC271DE1CD09995CAC147C97878A10,194.86992
01AC4D793605611260D3B7BBDEF1183B,187.52872
01ACBD8E75C0C27DD7C7AFD893EC695E,252.33655
01AE0B65A2ADAC5D50AD8D8CF401283D,187.52872
01AE5919ACB0AA365896BA6CE1FBB25E,187.52872
01AE9B3DB5883DD1F06A2EF43F050B03,187.52872
01AEE1F5629514CFF381F7D2333F79C3,344.93405
01AF7366DCBF6592241BD272FA0901E1,187.52872
01AFF316DBE5AB4A3430904BC7685ED0,177.26721
01B10FA9822506B8E614768A302373C7,194.80965
01B20356C43C0A9314EA7330EAA8E625,187.52872
01B4733DD688FA093BF09E7C39C68EA7,187.52872
01B4A7DDDCE964FC7B1AC6C687BF01D9,187.52872
01BBF8389DAF23BAFD7D9E1F91236145,187.52872
01BCD77A6498C214687AAC4CB1F37AFF,187.52872
01BD71117A32D025888540351B469E19,187.52872
01C073534325CB537ED1839B75EDB320,253.49431
01C139D48B6B1A5BC7D1418208A2D340,187.52872
01C3378C64F125D47C194C72D9200C47,187.52872
01C539B3A986A57BA612785B5275AD1A,187.52872
01C54A3753A14B211091714CBED5EDD8,204.15512
01C54E45554D7A0BAE23C30090D75AD4,187.52872
01C70E6D19306D711A5F8A16BBD6F287,187.52872
01CB200270502BAFDF8ACA2820B7F600,187.52872
01CB6A70DBE6B836FC73F2BEE46AF904,192.06093
01CC530945D639CB3B6B1BFF53223B80,336.8366
01CF90EE7A50D56D847B1DDC523D703E,187.52872
01CFA45F1308A80E78B7FE8A613537CB,1999.9802
01D0D15626B87842951157DA8C333BD2,187.52872
01D12E6F8ECD03477A533A5E03010A1D,187.52872
01D2DD9CFE99D8DE995BCE19B3C9B161,187.52872
01D5FB9C308275193C7B185101C9E261,187.52872
01D6DF00718AB3E7125799F158120876,187.52872
01DA8D0103569630181F9229BEE6912A,187.52872
01DCB0F8542440107E466FC10978F4A5,187.52872
01DCCDF7B31DAC0080F401CD47EA0FC7,187.52872
01DE7AD49218B76832060038E6C89E71,187.52872
01E0080C6B57A82D24C7E6896785EEF6,187.52872
01E05FCB6E718A9284985F9CCC9DE49D,187.52872
01E253AD102F7C346F781DC717BFA8EE,214.75383
01E40B8F8F2BC8865C90689F2CF0B681,1071.7374
01E521F786623827184492AD644281E4,187.52872
01E53975E3EFF2C8363487B720B5B0FD,187.52872
01E8105F5A887389D601626E360AF352,1439.5455
01EB6935854BD02CA5EBDB1CCA737726,219.97873
01ECF5B39405749FE8C70F2C63F60DA7,187.52872
01EEA92194BF3884B012032FDE6F187A,190.70924
01EF6EE1C185AF13A65D5B9DC64A3992,187.52872
01F02759227BFDC2E4129677E147F479,187.52872
01F0E250B4058192B7C0217B870B7CB7,181.66817
01F1120530D119BDAC6C182425A4E205,187.52872
01F264C412D0F73954653905BBE3E8D7,683.1367
01F40DFF5A49C07FBDE288F4D70AC7CD,187.52872
01F760028B2C29ABAC7D1469F82351FD,697.1278
01FA0D673802E375D0FA5B450C6E00A3,187.52872
01FD5915489339BC35E022C0F62E5848,187.52872
01FF7361EB23942DB8844B7BB1DD0C58,187.52872
01FF9BDB485469B55C590E303F8F5C44,1002.08594
0200CB1BB1B0C9B98E8D299476FC864C,239.02046
02021C266219134622C8074E1B2618AA,202.81927
0202230A75F1646E419ECAAA018AFA66,263.49097
020230DD5EE332BCCADAE862ED49D0FC,273.71136
0203B7281D890C98465C5F4BF271BE89,187.52872
02067BADC54993EF259BFBCD6EFD7032,1225.0977
0209115ED55C8268530F553CCC3A9ECE,187.52872
020934FF9B7758E8CB359E394AE39FAF,187.52872
02098D9FFD0A5C87CEAD25D4201AC554,537.4309
020B4A8470097C498CF20D350DBBB6F3,834.68243
020B4CAEC8FE7120BC61630DA9E8B254,350.463
020F7D7513DA5B0743BB7593623FEF13,187.52872
0210B32DBF541FABD1C59F8F4DFD1836,353.37378
02119A33086552C15323C30E2EA3C515,187.52872
02119F5660E65538784973EC3A3FD835,185.03897
02120939ED7784BB58B00816E7B504DC,187.52872
0213DF4B7532ABE74A03CEB22A0C7F3C,187.52872
02144B2C8DB887B4CFE9D0991EBD9AA1,187.52872
0216FF64B6455D191CC612087F9ED4B1,561.08264
02176CADF942D28ED06936C448D19D3F,187.52872
0218100DEC62319FEEE3B77D0405B1FB,187.52872
021A9752C00EA85F764C2034825B1841,187.52872
021ACF58025681EFD8D44761016FE4CB,222.35713
021DD77741B44CA1C295C51F9A4270D0,711.86975
022474F6368F746B087EFE5596C8E137,187.52872
0225298D0181A0218615167604D529B6,187.52872
022742DC6ADBBCF73F1A9F23B3555B66,187.52872
02284E6C555F6E94A5FE4B8FE0D22CD1,187.52872
022905E675463CFB1E641A988FEFF5B4,187.52872
022B07C00DE5DDD9B69EF9F79AE89762,179.52725
022BC22D469DB85BFC971DBC135ECF2F,187.52872
022C3533EE7DC244968B29198252314B,779.4141
022D18419F303F9773326C2D2471917C,588.55
022D3E3B0F4F12E9D48359DEBF9B8FBB,187.52872
022F9167C60F97A6AD6B7DE131E9EAE5,187.52872
02302952065062FFDD50A8C6A3A17D5F,187.52872
023290F3B218B17F42EC488448E884A6,187.52872
0232DD71FC3A0B4B070B98AF7CBA30B7,187.52872
0236BF08063714C0DB6402D67974341B,187.52872
023C8E5F3DB9174AD06A29CCB98CD3E6,227.82474
023D8778A784B4094FD546B9B36ECB7A,187.52872
023DD4457B88170229C188E6FB4816DA,187.52872
023FB30133505912A4F1E91E5DD8C638,217.04617
0240E21C0472D29662207E0BC9887211,187.52872
024135D9EB64648AEFB8ADFE29B47E7C,187.52872
024143FD973C2F3AC55D28C98945C703,187.52872
0244C35C8544A51870DA12B093F21CC4,187.52872
0244E898CF5BA3E949CA1B33F70AC6CA,187.52872
02458110D5A8FA8169939DB3958E7AD5,187.52872
02458ED5EE876849F856F1A366D977D8,187.52872
024865E21B168C907F99252CF38B1875,187.52872
0248940524D43A7E7C623F3549E4E202,187.52872
0248CAA6E97CC880D6C6030235D797E6,187.52872
024C39F2403B2BD919702A881A1F0A53,568.207
024E51F01AD8A7A7AF12C30284AE1D7F,253.78181
024F67AD716C2F497A61F80F45DD11BA,187.52872
02518AACE014792128703D3F3913FD55,187.52872
0251CC8905854176F8F6780522A9495E,802.04895
025546D11752418D4F66BD080BA369E6,187.52872
0255B8FC6C321A18C81FC8B6F96C27B6,187.52872
025609EC1978F20D061EC0760FD04886,696.2112
025726795A34254D36F6E1923D668D91,187.52872
025E2FBF7C03167991719EC23EAACF20,187.52872
025FE122B9A55FCB68DD517E33A0BE85,187.52872
0261694146B6B542B1F679FF4B892B17,187.52872
026354D1E5ADCB602C0AB315B544915E,187.52872
02644ACA98BD1074BB680132378CB35A,187.52872
0264F0D6335201528B7F8A2FBD7D5364,187.52872
0267A1D990F9971B4798DE099E38F6AE,1085.3352
026840CA8C9CA51ADB0116E527C357C0,187.52872
0269ACB198BF2D546CC4738323CB7FC2,187.52872
0269C49E8B5F9662B492250126A5325E,192.79575
0269EEE9AEAA87DE71F3D6502AC1A34D,190.07964
026A973DD2D8652DCE583BDDFB362935,295.5982
026C179A30826A5793E7E1F3EDFBD962,187.52872
026F5F868B0787C2AEE742720BB38E7B,187.52872
026F617345036DE4CC06496B52BFDC1D,1221.252
027213C9F1242ADEFC6557EEE4D0EB6E,187.52872
0272C472F611586901A4D34056B9E547,189.23053
0274A193F9AFA51B0F69049E38A86365,187.52872
02770E442A996AE2189EDDBD6F52E96A,185.70975
0277470B2949869CBC039116AD4207A9,187.52872
027939A36851F1DDE1637ABF7891AAA9,180.25998
0279A784AA62790BECAB74555E2D1FE4,187.52872
0279F28FC596B56A17E4151563089481,187.52872
027A3DC52091F6AD10DBD989F0666DAC,185.78926
027B42291547EE40D41937F4DCFDC265,187.52872
027B880E6EFDCA0C66C68CA89A03EB8A,187.52872
027D341D8347934E431D254F60619299,187.52872
027D5693F428BB623E000B02DB8A65D5,187.52872
027E510D2BD4C2FC95ED49A13C0C74E3,187.52872
027FFE59E7C267BD14B968641ABD685F,223.97656
0280826C8200D70B286225F622DB5CB8,208.53806
0283333646025DC3473F715305248AB6,187.52872
02866ED275415E4AFBF1591EA7538247,187.52872
02899AFE33AA631E4BBF5EAE3ED47BEB,187.52872
0289FC2A0A531F1585E867CCEA3043BD,187.52872
028A02266336C105C02F5481BFD26B01,187.52872
028A1844252E2CA62A354D0D3E66DC59,620.0008
028C037DFD2F843352FFD82E8B0BC5F0,190.72171
028E57AE7A778165B137F3ED35309A82,187.52872
028F64A0FA0BA49E66A3D0004F937D56,187.52872
0291B874E1A1DAB3A81EE051B4EC6430,187.52872
02934655E8C69109FA5B0D08521E7100,187.52872
029696E4D9804EFCB66948B53AB528BD,187.52872
02976100CC818FCFF5CB8874543B3AEC,225.27646
0298898BFFF33C6A8418548977233354,300.7237
029A7D6AC028B9D0E86C0BD9B0DADD58,187.52872
029A7E56DB068F9CF1ABE5F7A10564A1,187.52872
029F2D765ABF936492635E848969EFA1,187.52872
02A1A79E87D1C8A4F3DFAA826A2BE8AC,187.52872
02A537D0A5E3DE4786FF76435FF6600E,187.52872
02A57F7440CEB58B0F0605E6B86CA690,653.9167
02A78307460C670A84468A349DDE6D7D,187.52872
02A796DFA41B064956613A96ED7A5DE6,190.07964
02A79818A8542BC7D9AF5CF3615F9D15,663.9756
02A8C553902A7B482456FC0758F7FBE6,368.02686
02A9AFC8276E7888723084BCDE67053E,187.52872
02A9D4BBABBD51A5A6B0964EC02BAB5E,187.52872
02AB2C5B7ACF47AB7B25CA5817388EF8,198.33113
02ABB9B93CB9FF6CA13398CD6307381E,187.52872
02AC276BB1EE9F081D4798D322B81BBE,2237.6108
02AC6623CC968BDBC35D9265EA8477A2,187.52872
02AC85D9B566FB4E6C0BA676A50D1C30,190.4302
02AC891C4E0DB74B8AF0FE425DA74BCF,809.192
02AF0174AE60E3F9FDF3C0B9D9EE3AE0,181.7659
02B085211898AFDF47A8FA5643D98D31,187.52872
02B190A678C57E0098046D59FB38B4C1,187.52872
02B269FEF70DEE32DBEB9485220197AC,187.52872
02B284175D96BD686E5A07E48107B421,187.52872
02B3B945416B664594F9306CB5249058,187.52872
02B5DEBD41AE63DDB825C6179AA8E98A,187.52872
02B7FC13F41CF3D4B2125401B8B43F25,187.52872
02BA89C37DE3C442CA240597D40C9292,1716.4742
02BB8F74FFE1B9A004508A2D0DBE60FF,187.52872
02BBEE7490967A0FA12B35D0FFBB6526,191.68614
02BE1F17ABA765763E99C6961705283B,201.33072
02BEF7D1A38FF44B00EABE51ADC2B7AC,226.52676
02BFA0A141DE12B101EE372FC6A80D25,536.6612
02C0047B693590E9C9272417EB008403,187.52872
02C0A749B34FE5D40637F5854E46DC4E,232.04004
02C183C76753C307735294F50024CC73,192.12778
02C64F3C71F298A5E0942A10306B6304,1054.9087
02C8E5A9D955D010D508EB4C8E2342A8,198.98569
02CAC81DDC998FA7F70A1D700D446049,183.83928
02CB3160BDF86C7493095BC1A8415B90,187.52872
02CB6E260F0D1D40C75C0B016F5E6871,187.52872
02CBBD9859F56E41A4B34C6EDA46B473,444.79102
02CEDF574880F57BED2C695757620128,187.52872
02D11A2E8E8A8F347D0B96E838D5BD04,187.52872
02D32727E74FA6A3BB1C1E36C3C8BAB4,187.52872
02D7CBF7998AA6ED9A7B3B5C5C85BDD7,187.52872
02D832A98B951779BED140279F19296D,241.40063
02DA120CC0DFA22866B03C4935CCE408,219.49399
02DC676E6C8959B4ED12B5C443828A7D,375.1652
02DCD6C58EB0253FCD3F99A5658F60C6,475.90762
02DD81F6AB511113D7E539D842F48AD1,187.52872
02E0B33A23410B53EAA7767FA5E568EA,187.52872
02E1DA0AE72E7631E8A45A7B3F7A977A,187.52872
02E50C2429680E609041136ED669FC76,187.52872
02E55483043F2B05E58CD1A9BEEF562F,187.52872
02E56F67E25A47BCC4F410F3B7438347,542.2279
02E590E1605FCBDADA679ECE4C791495,187.52872
02E5CFA80217282A930B07F283416B3B,190.70924
02E6C986FE6FA78932555FA03A493ABD,187.52872
02E877344279A0128CC75907C69CBFBF,183.83928
02E92EE9888F3058F5E5D6CD20DFCD3C,187.52872
02EA7B404E5142DF1C6A7F3D91E02771,187.52872
02EE67A51FDD54BB2B6F35401108AD89,205.21179
02EEB6AA3746E2360B262DD33BBD5522,212.15796
