uid,cluster
00E155EC157E491A63CAB55EDB64C180,0
00E3072926874E062597DD5FE8FDECDB,0
00E4DC08DF4C44E96790EE267EA28974,0
00E530A527874214C9A49A80399ABFCE,0
00E9558665B0323A3B05B449F811EF1A,0
00EBD9C66A6E9ABB1BEF34FE6B85DAD3,0
00ED3629DE183FFB5A2610A26FE37B1A,2
00EF7400CD0079DB7A9870F1DE0FE54C,2
00F18F8A0C31097451DE90C6B815AE2B,0
00F2010B2935B27B1D042C3DA25B21ED,2
00F22BEC3FF513C05DC5B4F906EFCED0,0
00F46BADFF57FC01C1ACCAF80F8E8113,2
00F7483F90059F33C065D535EB202168,0
00FA0A101969DCA139BA37BB30ACD3E8,2
00FB4DB76E1161973695E66458EAB74E,0
00FC8BFD479CF7B5D694156864F12EA0,4
00FF57CF4216214E9630445DD726AB93,0
01003007334258987DFEA08FAB24E904,2
0100CAF7F9E6BE7DFFF08B44C8D66E03,0
0101B02BE2A157FEB564477812A3229F,0
0102E21569828C3480E07CC6C67905A6,0
0104825A235CFAB14D7C3B45777916FF,2
0104FEC7B6838C719145B995156A4D30,4
01052C24931228D7FC83E3862C2598B6,1
010610540DFA6FD936DB92329B8A3E15,0
010B048FC0C35E712A1925E14D187510,0
010BB976532A8136F9F3488201E39613,0
010D2995D5480FB08C4745380B28086E,2
010E2BA6F2D68965F0200C4AD39F3952,0
0110B40E59D36BF8A544A62E42018FF6,0
0110E816D44FF61232884119820A212B,0
0112941FF00DFB2E320CC798E6E790A7,4
01155373A7DA0FF1A7C863236F2EFC4C,0
0115AC546066D8D50D9D58A010418C02,0
0116363C2C598F99B3CB529C7B6318CB,2
01166156BF325FAE0768B75825E76300,2
01192643596E693FB210692CE05E8484,0
0119801F0B493CF66EAB42505D931AC3,1
011E6A892305C9D387F0BD07F546557A,2
011FDC7A7B2214E384B96BAADBCF1E23,0
011FFD62FD65606E172535C6B0A0BF2C,1
0121C02E9C2C236FE934B507EBE0BC5B,0
0122501991988CBA230A9E77D708E2DA,0
01228FBAB4044E77448437C8B819EEC3,0
0123B2893B538C2A014ADCE823AD04C6,2
0125B3D62B4E7319B0BB99A6F7681A9F,0
012745E1F78CBBE9146A21BEB4E75214,2
012966998EC0D61BEEA47E94FA703D82,0
012A3DBEB2F2465FC7C728724133B75B,0
012AD669FAD01ECBB1787D4EE9C9AFEF,0
012F4FD1A8407AB257C98FFF0ED7971F,0
01301504F102FA525A57DE04ECBFB897,2
01301B72B61FE2321FEF3A90136B385B,2
0132F0560E48E69B8D093171065FC684,2
013637BFF3BA2423D542594067425E96,1
013AE4ACC77852220633CA91B02D3510,2
013BAF3FF02039B1506B83F424286F5B,0
0140100F3E66483513A7C86CBA181A61,0
0141C891AA0FE6A4204452A7A77CE465,0
0142D64454A0BD12B62E796384E8F945,0
0144CF8EEE56E7E5627A2AFEB45F1538,2
0144F7EE9EAFEE442821C0BE0F8CC1D3,0
0147CB24F257B794E14895B691C3E868,0
014AEB946732FBDEBA26AA32739409F1,2
014C37D72C73F01E99462F0025D1B3F2,0
015357026AC775653C296E5C76F1B047,0
01595E73F4220A8AA0F7A66EC181CEDC,0
015B33F4901D80A1415B0E89080A81E2,0
015C357B30B0C5BE2929B9FB6A419150,0
015C759C11713AC6DD16563BF17DF02C,0
015D44D175DAE970C80BCD6F5C4DCD18,0
015F1D4C0D4E1B7BD8E144CDAFBEAB86,1
015F37D69699993C56D27454A83104BF,1
016044E79D10F99CBE919DB357F277A1,1
0163C9A7A87E126D4D157D0AC3B63EB2,0
01644361950B01BC3BEDADA7DE6300A1,0
01657F66FF97572F3644AE15A2FABA2C,0
0165B09BECF818EEB5D23696E5520AAC,0
016A2C80A14ECEDF85ADBA82F4955C8A,2
016A9D6B6518EA0E980CE22E425D9581,0
016B703923922E775AAAFFE9DD4DD894,3
016B947D11911BAB329E5974C9038F38,0
016BBDF5AA193385DE3EE3DF6D5ECC02,2
016C8FDD62E7452140C8AFAAD652C0DE,2
0172E276111D8CF34A2B42037312F7E3,0
01730DF8B2C02EAFB5D27AE31C99C092,0
01795C17F095732E75C0D496686D3E51,0
01795D171CFCEB1EA3E79BA0463643D3,0
0179D12960F30A79AE5FF70A81709CDC,0
017B8A8E3E44F57297A73949B4F587D9,0
017DE67FE4A5B0B473640A16A310B80B,0
017E26EAAF1EE8CBA346143423771BAE,0
017E9C3E0019F0E068F5C0EFA89F41B2,0
017F9EF298B5AB9F3BC57B4996510B74,0
017FECF0F340FFC2F47D05CBDCC2DF98,1
0186BC3E803173077BC2CD44CBA17C07,0
018B5B70E8F942C9C94E5371917B6775,0
018C326221CDA90A6A2A0B66FF291355,0
018C99168E6260B2A5BE0055716911C1,0
018F422C030CD0233B4A1DD358535AA2,0
0190003285C308D5942033E43406BA27,2
01906E8A43F855D472058C45E5B94D68,0
0190EA196F998FF74B1A95868AAD4F0E,0
0192495060D687F435EA36C5003EA9D3,0
0192E5D8E49D567D4926DD36A84695DD,0
0193F88A82C28769A04CC4A7B0101CF3,0
01957DF571F329B571E9ED9BDFA427C7,0
0198591A04112437D87EBB285D99EBAC,4
019A862A2C758E629593C66EFB0C9AA5,0
019BD563F6151669A016637EDE4E0D8E,2
019E5F8126E39B2F2674D8E00440D436,0
01A0866DBCC230F5C756074F3410595C,2
01A0CC29FF477D224F0BAF8679E3A5D7,0
01A0D8255000D183CA8529A64828AB4A,2
01A22B8242DD47012FE4189142F95FA4,0
01A2334F944C4839CC6A83FC9619CE9E,4
01A3E92992235DAC47936BE6FEC6C33F,0
01A3EE22BA7B4CEA50BA72D421CE4AE6,4
01A779AC85677AA6583CBCF5F8BF8E81,1
01A7D3CC85FA581F757985E633DBCAAC,2
01A88FD363994DD528A44F60629D410F,0
01A9AD4CDDA924A7B6386E3CD1577F8D,2
01A9E48129A30A4E5E64EA74A3055695,0
01AABA4D31B2AD37104C14FB26F111A1,2
01AB8C1B27C35879524C192EABF3E25A,0
01AC271DE1CD09995CAC147C97878A10,0
01AC4D793605611260D3B7BBDEF1183B,0
01ACBD8E75C0C27DD7C7AFD893EC695E,2
01AE0B65A2ADAC5D50AD8D8CF401283D,0
01AE5919ACB0AA365896BA6CE1FBB25E,0
01AE9B3DB5883DD1F06A2EF43F050B03,0
01AEE1F5629514CFF381F7D2333F79C3,0
01AF7366DCBF6592241BD272FA0901E1,2
01AFF316DBE5AB4A3430904BC7685ED0,0
01B10FA9822506B8E614768A302373C7,0
01B20356C43C0A9314EA7330EAA8E625,0
01B4733DD688FA093BF09E7C39C68EA7,0
01B4A7DDDCE964FC7B1AC6C687BF01D9,0
01BBF8389DAF23BAFD7D9E1F91236145,2
01BCD77A6498C214687AAC4CB1F37AFF,0
01C073534325CB537ED1839B75EDB320,0
01C139D48B6B1A5BC7D1418208A2D340,2
01C3378C64F125D47C194C72D9200C47,0
01C539B3A986A57BA612785B5275AD1A,0
01C54A3753A14B211091714CBED5EDD8,0
01C54E45554D7A0BAE23C30090D75AD4,0
01C70E6D19306D711A5F8A16BBD6F287,0
01CB200270502BAFDF8ACA2820B7F600,0
01CB6A70DBE6B836FC73F2BEE46AF904,0
01CC530945D639CB3B6B1BFF53223B80,2
01CF90EE7A50D56D847B1DDC523D703E,2
01CFA45F1308A80E78B7FE8A613537CB,2
01D0D15626B87842951157DA8C333BD2,0
01D12E6F8ECD03477A533A5E03010A1D,0
01D2DD9CFE99D8DE995BCE19B3C9B161,2
01D5FB9C308275193C7B185101C9E261,0
01D6DF00718AB3E7125799F158120876,0
01DA8D0103569630181F9229BEE6912A,0
01DCB0F8542440107E466FC10978F4A5,0
01DCCDF7B31DAC0080F401CD47EA0FC7,2
01DE7AD49218B76832060038E6C89E71,0
01E0080C6B57A82D24C7E6896785EEF6,0
01E05FCB6E718A9284985F9CCC9DE49D,0
01E253AD102F7C346F781DC717BFA8EE,1
01E40B8F8F2BC8865C90689F2CF0B681,2
01E53975E3EFF2C8363487B720B5B0FD,0
01E8105F5A887389D601626E360AF352,0
01EB6935854BD02CA5EBDB1CCA737726,2
01ECF5B39405749FE8C70F2C63F60DA7,0
01EEA92194BF3884B012032FDE6F187A,0
01EF6EE1C185AF13A65D5B9DC64A3992,0
01F02759227BFDC2E4129677E147F479,0
01F0E250B4058192B7C0217B870B7CB7,0
01F1120530D119BDAC6C182425A4E205,4
01F264C412D0F73954653905BBE3E8D7,0
01F40DFF5A49C07FBDE288F4D70AC7CD,2
01F760028B2C29ABAC7D1469F82351FD,1
01FA0D673802E375D0FA5B450C6E00A3,0
01FD5915489339BC35E022C0F62E5848,0
01FF7361EB23942DB8844B7BB1DD0C58,2
01FF9BDB485469B55C590E303F8F5C44,4
0200CB1BB1B0C9B98E8D299476FC864C,2
02021C266219134622C8074E1B2618AA,0
0202230A75F1646E419ECAAA018AFA66,0
020230DD5EE332BCCADAE862ED49D0FC,0
0203B7281D890C98465C5F4BF271BE89,0
02067BADC54993EF259BFBCD6EFD7032,3
0209115ED55C8268530F553CCC3A9ECE,0
020934FF9B7758E8CB359E394AE39FAF,0
02098D9FFD0A5C87CEAD25D4201AC554,2
020B4A8470097C498CF20D350DBBB6F3,0
020B4CAEC8FE7120BC61630DA9E8B254,0
020F7D7513DA5B0743BB7593623FEF13,0
0210B32DBF541FABD1C59F8F4DFD1836,0
02119A33086552C15323C30E2EA3C515,0
02119F5660E65538784973EC3A3FD835,2
02120939ED7784BB58B00816E7B504DC,2
0213DF4B7532ABE74A03CEB22A0C7F3C,0
02144B2C8DB887B4CFE9D0991EBD9AA1,0
0216FF64B6455D191CC612087F9ED4B1,2
02176CADF942D28ED06936C448D19D3F,0
0218100DEC62319FEEE3B77D0405B1FB,2
021A9752C00EA85F764C2034825B1841,0
021ACF58025681EFD8D44761016FE4CB,0
021DD77741B44CA1C295C51F9A4270D0,0
022474F6368F746B087EFE5596C8E137,0
0225298D0181A0218615167604D529B6,0
022742DC6ADBBCF73F1A9F23B3555B66,0
02284E6C555F6E94A5FE4B8FE0D22CD1,0
022905E675463CFB1E641A988FEFF5B4,0
022B07C00DE5DDD9B69EF9F79AE89762,0
022BC22D469DB85BFC971DBC135ECF2F,0
022C3533EE7DC244968B29198252314B,2
022D18419F303F9773326C2D2471917C,3
022D3E3B0F4F12E9D48359DEBF9B8FBB,0
022F9167C60F97A6AD6B7DE131E9EAE5,0
02302952065062FFDD50A8C6A3A17D5F,0
0232DD71FC3A0B4B070B98AF7CBA30B7,2
0236BF08063714C0DB6402D67974341B,2
023C8E5F3DB9174AD06A29CCB98CD3E6,2
023D8778A784B4094FD546B9B36ECB7A,2
023DD4457B88170229C188E6FB4816DA,0
023FB30133505912A4F1E91E5DD8C638,0
0240E21C0472D29662207E0BC9887211,0
024135D9EB64648AEFB8ADFE29B47E7C,0
024143FD973C2F3AC55D28C98945C703,2
0244C35C8544A51870DA12B093F21CC4,0
0244E898CF5BA3E949CA1B33F70AC6CA,0
02458ED5EE876849F856F1A366D977D8,0
024865E21B168C907F99252CF38B1875,2
0248940524D43A7E7C623F3549E4E202,4
0248CAA6E97CC880D6C6030235D797E6,0
024C39F2403B2BD919702A881A1F0A53,0
024E51F01AD8A7A7AF12C30284AE1D7F,0
024F67AD716C2F497A61F80F45DD11BA,0
02518AACE014792128703D3F3913FD55,0
0251CC8905854176F8F6780522A9495E,2
025546D11752418D4F66BD080BA369E6,0
0255B8FC6C321A18C81FC8B6F96C27B6,0
025609EC1978F20D061EC0760FD04886,2
025726795A34254D36F6E1923D668D91,0
025E2FBF7C03167991719EC23EAACF20,2
025FE122B9A55FCB68DD517E33A0BE85,0
026354D1E5ADCB602C0AB315B544915E,0
0264F0D6335201528B7F8A2FBD7D5364,0
0267A1D990F9971B4798DE099E38F6AE,2
026840CA8C9CA51ADB0116E527C357C0,4
0269ACB198BF2D546CC4738323CB7FC2,0
0269C49E8B5F9662B492250126A5325E,0
0269EEE9AEAA87DE71F3D6502AC1A34D,2
026A973DD2D8652DCE583BDDFB362935,0
026C179A30826A5793E7E1F3EDFBD962,0
026F5F868B0787C2AEE742720BB38E7B,2
026F617345036DE4CC06496B52BFDC1D,0
027213C9F1242ADEFC6557EEE4D0EB6E,0
0274A193F9AFA51B0F69049E38A86365,0
02770E442A996AE2189EDDBD6F52E96A,0
0277470B2949869CBC039116AD4207A9,0
027939A36851F1DDE1637ABF7891AAA9,0
0279A784AA62790BECAB74555E2D1FE4,0
0279F28FC596B56A17E4151563089481,0
027A3DC52091F6AD10DBD989F0666DAC,4
027B42291547EE40D41937F4DCFDC265,0
027B880E6EFDCA0C66C68CA89A03EB8A,0
027D341D8347934E431D254F60619299,0
027D5693F428BB623E000B02DB8A65D5,0
027E510D2BD4C2FC95ED49A13C0C74E3,1
027FFE59E7C267BD14B968641ABD685F,0
0280826C8200D70B286225F622DB5CB8,3
0283333646025DC3473F715305248AB6,0
02866ED275415E4AFBF1591EA7538247,0
02899AFE33AA631E4BBF5EAE3ED47BEB,0
0289FC2A0A531F1585E867CCEA3043BD,0
028A02266336C105C02F5481BFD26B01,2
028A1844252E2CA62A354D0D3E66DC59,2
028C037DFD2F843352FFD82E8B0BC5F0,0
028E57AE7A778165B137F3ED35309A82,2
028F64A0FA0BA49E66A3D0004F937D56,2
0291B874E1A1DAB3A81EE051B4EC6430,0
02934655E8C69109FA5B0D08521E7100,0
029696E4D9804EFCB66948B53AB528BD,0
02976100CC818FCFF5CB8874543B3AEC,0
0298898BFFF33C6A8418548977233354,0
029A7D6AC028B9D0E86C0BD9B0DADD58,0
029A7E56DB068F9CF1ABE5F7A10564A1,2
029F2D765ABF936492635E848969EFA1,0
02A1A79E87D1C8A4F3DFAA826A2BE8AC,1
02A537D0A5E3DE4786FF76435FF6600E,4
02A57F7440CEB58B0F0605E6B86CA690,0
02A78307460C670A84468A349DDE6D7D,0
02A796DFA41B064956613A96ED7A5DE6,2
02A79818A8542BC7D9AF5CF3615F9D15,0
02A8C553902A7B482456FC0758F7FBE6,4
02A9AFC8276E7888723084BCDE67053E,0
02A9D4BBABBD51A5A6B0964EC02BAB5E,0
02AB2C5B7ACF47AB7B25CA5817388EF8,2
02ABB9B93CB9FF6CA13398CD6307381E,0
02AC276BB1EE9F081D4798D322B81BBE,2
02AC6623CC968BDBC35D9265EA8477A2,0
02AC85D9B566FB4E6C0BA676A50D1C30,0
02AC891C4E0DB74B8AF0FE425DA74BCF,0
02AF0174AE60E3F9FDF3C0B9D9EE3AE0,0
02B085211898AFDF47A8FA5643D98D31,0
02B190A678C57E0098046D59FB38B4C1,0
02B269FEF70DEE32DBEB9485220197AC,0
02B284175D96BD686E5A07E48107B421,2
02B3B945416B664594F9306CB5249058,0
02B5DEBD41AE63DDB825C6179AA8E98A,2
02B7FC13F41CF3D4B2125401B8B43F25,0
02BA89C37DE3C442CA240597D40C9292,0
02BB8F74FFE1B9A004508A2D0DBE60FF,0
02BBEE7490967A0FA12B35D0FFBB6526,0
02BE1F17ABA765763E99C6961705283B,0
02BEF7D1A38FF44B00EABE51ADC2B7AC,0
02BFA0A141DE12B101EE372FC6A80D25,0
02C0047B693590E9C9272417EB008403,2
02C0A749B34FE5D40637F5854E46DC4E,2
02C183C76753C307735294F50024CC73,2
02C64F3C71F298A5E0942A10306B6304,0
02C8E5A9D955D010D508EB4C8E2342A8,4
02CAC81DDC998FA7F70A1D700D446049,0
02CB3160BDF86C7493095BC1A8415B90,0
02CB6E260F0D1D40C75C0B016F5E6871,0
02CBBD9859F56E41A4B34C6EDA46B473,2
02CEDF574880F57BED2C695757620128,0
02D11A2E8E8A8F347D0B96E838D5BD04,0
02D32727E74FA6A3BB1C1E36C3C8BAB4,0
02D7CBF7998AA6ED9A7B3B5C5C85BDD7,0
02D832A98B951779BED140279F19296D,0
02DA120CC0DFA22866B03C4935CCE408,0
02DC676E6C8959B4ED12B5C443828A7D,1
02DCD6C58EB0253FCD3F99A5658F60C6,2
02DD81F6AB511113D7E539D842F48AD1,4
02E0B33A23410B53EAA7767FA5E568EA,0
02E50C2429680E609041136ED669FC76,2
02E55483043F2B05E58CD1A9BEEF562F,2
02E56F67E25A47BCC4F410F3B7438347,0
02E590E1605FCBDADA679ECE4C791495,4
02E5CFA80217282A930B07F283416B3B,0
02E6C986FE6FA78932555FA03A493ABD,0
02E877344279A0128CC75907C69CBFBF,2
02E92EE9888F3058F5E5D6CD20DFCD3C,0
02EA7B404E5142DF1C6A7F3D91E02771,0
02EE67A51FDD54BB2B6F35401108AD89,2
02EEB6AA3746E2360B262DD33BBD5522,2
02F3173799977108E098A3DBD12E281F,2
02F46BEE73781E6073935643ED971E03,0
02F7C3711C89C10C48E3D446D2FA3ADE,0
02F9CFC263B07C913BA7BC6DE8D106D1,0
02F9F8DBF167FC61E6307084A39FE0E1,4
02FD6838627ADECDA326FECC1E790CB0,0
02FD7285192C40C30297C972EAD4092C,0
02FDDCB040988ADFDD46CFF8730536FC,2
03029AC8C49DF4793AC180A95151AC92,0
03037C89C953065300EA382CC01CD750,0
03061BA6937FCD3895B2ECB781F4C8F1,0
0308D064A5A1A6A91DB213A39D4A494C,4
030987ED073B4028E84CEE94062C8F72,2
030B4925EC45A8AE727FBCF679D1E7F5,0
030C68DD507152216E1D7CF6981C0FDA,0
030DC8060C845F588BE0D43F4BC060F7,4
030E86F72CCF770F27AE902B40AD5E67,0
031032FA181C2A20E4D48381116F4A8E,0
0310F826D7FB01B08554AEA0C76A8CF2,2
031560B123A299B2067A3F4A4AEA839F,0
0315FDE317133AC20899BC69D989CBCA,0
0316359AAB0B30DAEC12D607FD5DEE73,0
03164E879456ACB39E16DE928AB4193C,0
03180F2D4CCBF1AE63697062EF7A188D,2
03190303A20417C4AAC9A0E038712C9C,0
031927E7F1F62517E1D0A468552D14DB,0
031BDF5E0ADE1D2C84394492889B1C57,0
032083D99295D64B3B32D9A89B3529F9,0
03215523378560412138851EFA8B8775,0
03239CB3996829AC86627BDD2174DEF1,0
032662752345C5FEA0487DDFD692CFA7,0
032B19C76CBFE17BF97AA1DC03997731,0
032B46E9792A169928B07EFFE3A46167,0
032B61C486CCFBF25C99447E76749B3C,4
032B8A2A814574FD9C535E5F845766CA,0
032CC3014316E7E3A2234B1D3DBAD328,2
032CF422B2CBAB43476841B8C704CB60,0
032D1A462FD3D48FAB6F4D931BD8C173,3
033058526361DF4C9C1C512BC48B2D5D,0
0333D977237D6153ED64BE89320E0621,4
0333E463B3FC89419C2C18A3F7913B11,0
033445905B7380052C7E18E950C7CC1C,4
03344D9DCC51E9DCB224D23D956A7850,0
0334759BFC2C58F46926E8624F090ED3,0
033483A014E802FD5B126BD88FCBB5D3,2
03369F9410577ADA21236991692896EB,0
0337EB23EC8B81AD77D9037B85A0E2C3,0
033C0442B10A58A756BB3F46D7246E8D,2
033D792B8A0E1850CD8B2A402BBDD9D3,0
033FE69AA7FF58488A63C00F985BE190,0
0341B44EEBB8E230CA862B02A3BA158D,0
0342255A01F00D9C1B2FC28B57C7B51E,0
0343C2186CC667D1CD02537714FAC7B9,0
0347C1DB396B607A90CBFCBF9C4F0957,0
0348715F68DCD73A032E6741AE1DAF28,0
0348BA917F64F7FDEEB848FB434F3DDA,0
0348CDAB89EF17CF505762C5D5D04FF8,0
034AA76FBF286F22DD32061BB5CFEA83,2
034AB424F564E9BC053B940FD564F1FD,0
034D29088959B705BAF7463B7B8F9650,2
034E2725882A6C8F4FCC0F0E6E5E42BF,0
035151F22E5577FD252F0FEC15905B84,2
035161BD841214CE19B4C6567BB28C2D,0
0355905E69F004E0F7DC943AE753C702,2
0356BEBB0676FBCDE8D34C15F16D3040,4
035B43C4CBA72B85D63BDDD406B35EEF,0
035B5CC4D46F176077633905FBB0C1F2,0
035D1172FF7F090C00DFC30DE37EB339,0
035EDE21E83B6F7909282C2BE1482865,4
036178ADDD59205833CF5E4AFD1DDF6A,0
03641E12B5B85C2B019637A55EECD966,0
03649E4A619F69446C72957AE50B4FDD,2
0365FEB4D4805D4632082AE2DE6C2575,0
0367DEEC1342B2337B80374A274DE260,0
036928702FD94F7094CB592908AA86D9,0
0369601C791731B6C4ECBCBAEAFDC610,0
036A891FE2762543622156CEA94E8A85,0
036C8601F665BA58965C7F83F1AC80C4,0
036E86DDF3742D855604BF24C9F74047,0
03707C8A704749188F22E6F72CE5551D,0
0370DAA992493C363F37F517BC124AB6,2
037197C1C744D123C436626955F1CEC5,1
0371BAAA08FB5863EEEB175DC8B71E72,2
03729D9858B1187799A1270A810056D1,0
0373775DD10354B654442AB28A29C5A9,0
03773891AB2A7F0C1A5B6F582F329D3E,0
03785AF1375AF55CBD9D9475EE97B612,2
0378DB355C91F90D74747E654269ABED,4
037A5C148B3A4A02C343C323682699D5,1
037A97C6D998C3044D6568A3D82B6F46,0
037B90D1C859C91CB023DAA83BAE2BAB,2
